date,R_reserve_kwh,per_slot_q80_sum_kwh,inflation_ratio,load_mae_kw,pv_mae_kw,netload_mae_kw
2025-04-25,1064.324471945782,4423.071184389923,4.155754472415475,102.89720435268683,132.49611998710728,182.19426396450757
2025-04-26,1053.9016862532628,4439.6961851672295,4.2126284102939815,110.1869039216361,241.6510973023139,294.63657444516804
2025-04-27,1043.4789005607436,4451.110904825319,4.2656453354575605,112.17511883824301,190.92006391327297,255.88135404723664
2025-04-28,1085.1700433308204,4504.294091762979,4.150772608813916,107.4006867538129,284.8866361926565,337.9137488357497
2025-04-29,1141.9211366711138,4582.109594483414,4.012632262715629,83.67231169950959,188.22920435333933,219.57769392645636
2025-04-30,1126.4783674551888,4565.976447623705,4.053319246545885,101.03085118309491,176.0293907381686,248.13296955138105
2025-05-01,1111.035598239264,4596.374842123632,4.137018516245411,204.39880603759997,159.72898722533785,320.2719279259531
2025-05-02,1172.8066751029628,4644.328082353819,3.9600116378482286,175.08701204994253,285.1792664920869,431.3144968803113
2025-05-03,1333.0692365473724,4755.827849231124,3.5675775262421032,176.31380446392055,85.53174241715658,222.27059759684417
2025-05-04,1403.5090783757475,4761.688091724398,3.392702024581845,160.09851063052812,213.43772940172826,325.62346107068305
2025-05-05,1393.3843445533223,4749.801638172421,3.4088237439577855,163.22290554462967,165.60186740387,245.11938943188022
2025-05-06,1383.259610730897,4755.9667503738965,3.438231488491812,151.98906767358892,162.8102884281558,265.68599717042446
2025-05-07,1373.1348769084718,4761.413677375712,3.467549879801859,151.14123888228107,125.20308951645237,203.21133051129468
2025-05-08,1413.6338121981728,4787.170420317788,3.386428917453405,173.61309362329976,129.08719676478742,235.60510970096422
2025-05-09,1403.5090783757475,4789.868246058024,3.4127803801605907,154.7001926339127,172.46889450666413,282.7105332108165
2025-05-10,1393.3843445533223,4761.874291761204,3.417488010666375,154.32260658150835,138.11751384692082,221.83787382922765
2025-05-11,1383.259610730897,4769.05435038556,3.447692908394579,129.4493783692547,126.22953244633504,205.04605465111894
2025-05-12,1373.1348769084718,4760.398142982435,3.4668103061369884,114.51925268526595,219.72433410766246,280.2184852592224
2025-05-13,1333.0692365473724,4770.649710728935,3.5786961246550404,118.42782894251712,90.57656091996455,174.9193525918197
2025-05-14,1293.00359618627,4752.994374016611,3.675932834243947,106.31557155969038,127.9496515453799,188.2753074223538
2025-05-15,1252.9379558251676,4755.534083003567,3.7955064421938096,144.4759402662847,103.66603276449597,203.28482622891482
2025-05-16,1212.8723154640652,4760.786679736614,3.925216709984066,145.40679210842134,179.05987563810373,268.39808109318625
2025-05-17,1172.8066751029628,4732.233247012421,4.0349644553284705,133.8361880100894,165.94779560612287,220.53738105605194
2025-05-18,1219.2958457909908,4767.1430481494435,3.9097509145180975,136.33999859348503,158.3413691736696,248.67137800138931
2025-05-19,1207.6735531189838,4777.811612324676,3.9562111797391917,126.76670072909292,220.14657342346686,292.22107186827077
2025-05-20,1196.0512604469768,4760.476351140465,3.9801608079585367,109.9788382029445,206.9893321776807,265.4890284564925
