t,channel,mean_error_kw,q05_error_kw,q25_error_kw,q50_error_kw,q75_error_kw,q95_error_kw,samples
29,pv,0.256255988024,0,0,0,0.0148,2.21528,334
29,net,-7.19380465357,-270.395728909,-138.771071808,4.89732706558,98.617876152,274.405700171,334
30,load,-7.99217154573,-327.179998652,-130.50873301,-15.6083810568,117.528378008,309.810806625,334
30,pv,-4.42905688932,-43.4190927424,0,0,0,0,334
30,net,-3.56311465641,-327.179998652,-124.705011073,-5.75256668185,120.943161296,310.907023497,334
31,load,-9.49220352593,-310.034450322,-127.784236239,2.46707962677,107.27792535,272.804597226,334
31,pv,-2.9801668649,-40.4428835905,0,0,0.12045,24.2488644924,334
31,net,-6.51203666103,-308.25039074,-124.742345475,2.39200748422,108.543390808,277.04671363,334
32,load,-9.79745958624,-265.686359367,-113.944193764,-20.6639449073,88.6709583084,252.006562955,334
32,pv,-3.05993703446,-61.618008864,0,0,0.2948,49.0674420394,334
32,net,-6.73752255178,-268.304332288,-113.497182782,-18.018130258,97.5483113057,263.878330197,334
33,load,-12.3572278327,-317.662537994,-111.31593921,0.305428633328,94.5928463539,267.692230589,334
33,pv,-5.07221954758,-82.5205784242,0,0,0,65.5672474774,334
33,net,-7.28500828513,-314.686640397,-114.717980929,0.0878133504637,109.020001857,272.14512573,334
34,load,-19.0169873331,-307.373081856,-122.507674909,-18.5099218664,89.0530910467,266.27008335,334
34,pv,-5.98139927097,-101.357318553,-3.05716144247,0,1.67785,77.1677684939,334
34,net,-13.0355880621,-311.214620068,-131.204711328,-7.09167778562,95.4756897315,271.851661008,334
35,load,-6.51413081671,-295.312436012,-122.432707462,-17.3296210463,92.0814095685,293.587688684,334
35,pv,-6.83545931321,-133.624321373,-10.6794984777,0,4.06265,94.2015632806,334
35,net,0.321328496492,-299.022165602,-119.472004644,-5.54917135077,103.668568892,317.681725498,334
36,load,-4.00964922241,-373.631112532,-130.008581796,-11.2180189765,139.442613886,329.225479438,334
36,pv,-6.65155853642,-155.176590287,-13.6123992705,0,0.550254716336,112.163866825,334
36,net,2.64190931401,-376.115383524,-141.846807153,-6.56469550063,151.08131235,353.578578589,334
37,load,-1.84912314685,-287.158213028,-124.049122273,-12.225144459,118.700600693,314.566262264,334
37,pv,-5.60485096093,-171.181353979,-17.2920407576,0.3033,18.3408098727,127.520414818,334
37,net,3.75572781407,-308.385374543,-125.885233737,-7.91268213541,125.893381385,348.462728428,334
38,load,-4.6414788554,-289.63731254,-120.310337397,-15.8198343937,113.842927693,310.488843179,334
38,pv,-6.08582777669,-197.404451411,-36.143701946,0,30.5678250009,164.690071527,334
38,net,1.4443489213,-341.901534753,-124.282717469,-10.7974167507,139.958402949,354.662773851,334
39,load,-6.47079453314,-305.457591696,-130.751821702,-11.8453890931,109.213539741,329.07930258,334
39,pv,-8.19455025443,-245.756949908,-48.3659891564,0,43.9861598878,200.389565278,334
39,net,1.72375572129,-404.374422764,-132.612313375,-17.1543247608,140.679173274,403.420439531,334
40,load,-11.6157043809,-298.314551072,-147.973024333,-23.8142476147,97.2730727769,321.338347654,334
