t,channel,mean_error_kw,q05_error_kw,q25_error_kw,q50_error_kw,q75_error_kw,q95_error_kw,samples
36,load,0.0902239121504,-364.80034061,-124.791018561,-6.9794544333,142.699429802,342.751907107,334
36,pv,-6.20836785991,-116.096578927,-8.98561057305,0,0,88.5739966472,334
36,net,6.29859177206,-371.960440262,-134.33066846,0.0186249676294,161.039871686,341.639515712,334
37,load,4.77056011169,-245.244782614,-115.940743506,-7.5323058519,104.700240461,302.350706329,334
37,pv,-0.0985483498118,-73.206718008,-27.6721343667,0.1096,23.3173494154,85.7406315352,334
37,net,4.86910846151,-258.510245096,-113.921638726,-11.0694829279,111.84462616,311.48673646,334
38,load,3.19161214294,-273.356369392,-111.999919163,-9.97956749281,129.142354213,290.414409761,334
38,pv,-24.9413017737,-178.817176361,-70.7918152404,-10.6956493608,8.58754102975,97.0148045892,334
38,net,28.1329139167,-277.501579467,-88.2716545269,28.8959974454,137.277212058,334.10771259,334
39,load,4.42089733903,-276.314693661,-113.55516816,-7.19871882817,113.97054169,326.398063526,334
39,pv,-32.2661101989,-203.783342197,-77.7595479903,-13.8634160098,7.79751414697,96.2587815083,334
39,net,36.687007538,-276.437432589,-86.8435484995,30.1668802984,167.940216971,376.8869272,334
40,load,-3.9039656907,-273.453058436,-126.164329619,-12.4240536171,109.756122858,327.459875565,334
40,pv,-36.0034439448,-180.815840534,-100.212717826,-26.5182572753,7.301975,106.761277276,334
40,net,32.0994782541,-293.006932711,-85.8164529532,34.3412251029,152.66149782,365.064554614,334
41,load,5.20664853517,-294.310791624,-123.589080512,0.979765090833,117.62740533,316.753579114,334
41,pv,-16.5021611552,-131.225734587,-57.5995248023,-7.79784433358,19.9800985051,105.476363815,334
