date,issue_hour,physical_slot0,right_endpoint_hour,实际光伏,官方预报（对齐后）,自建基础预测,融合预测
2025-03-20,12,143,24.0,0.0,0.0,0.0,0.0
2025-06-21,0,1,0.3333333333333333,0.0,0.0,0.0,0.0
2025-06-21,0,2,0.5,0.0,0.0,0.0,0.0
2025-06-21,0,3,0.6666666666666666,0.0,0.0,0.0,0.0
2025-06-21,0,4,0.8333333333333334,0.0,0.0,0.0,0.0
2025-06-21,0,5,1.0,0.0,0.0,0.0,0.0
2025-06-21,0,6,1.1666666666666667,0.0,0.0,0.0,0.0
2025-06-21,0,7,1.3333333333333333,0.0,0.0,0.0,0.0
2025-06-21,0,8,1.5,0.0,0.0,0.0,0.0
2025-06-21,0,9,1.6666666666666667,0.0,0.0,0.0,0.0
2025-06-21,0,10,1.8333333333333333,0.0,0.0,0.0,0.0
2025-06-21,0,11,2.0,0.0,0.0,0.0,0.0
2025-06-21,0,12,2.1666666666666665,0.0,0.0,0.0,0.0
2025-06-21,0,13,2.3333333333333335,0.0,0.0,0.0,0.0
2025-06-21,0,14,2.5,0.0,0.0,0.0,0.0
2025-06-21,0,15,2.6666666666666665,0.0,0.0,0.0,0.0
2025-06-21,0,16,2.8333333333333335,0.0,0.0,0.0,0.0
2025-06-21,0,17,3.0,0.0,0.0,0.0,0.0
2025-06-21,0,18,3.1666666666666665,0.0012,0.0,0.0,0.0007457115009746591
2025-06-21,0,19,3.3333333333333335,0.0,0.0,0.0,0.0
2025-06-21,0,20,3.5,0.0,0.0,0.0,0.0
2025-06-21,0,21,3.6666666666666665,0.0162,0.0,0.0,0.0007457115009746591
2025-06-21,0,22,3.8333333333333335,0.0,0.0,0.0,0.0
2025-06-21,0,23,4.0,0.0,0.0,0.0,0.0
2025-06-21,0,24,4.166666666666667,0.2263,1.1609166666666686,0.0,0.9366905592982541
2025-06-21,0,25,4.333333333333333,0.0,0.0,0.0,0.0
2025-06-21,0,26,4.5,0.0,0.0,0.0,0.0
2025-06-21,0,27,4.666666666666667,3.1516,4.643666666666668,0.0,3.4048062684942004
2025-06-21,0,28,4.833333333333333,0.0,0.0,0.0,0.0
2025-06-21,0,29,5.0,7.275,6.9655,30.922998529741754,6.5205228349185145
2025-06-21,0,30,5.166666666666667,116.7655,149.04488333333356,120.1151003359043,122.99915012416209
2025-06-21,0,31,5.333333333333333,263.9703,291.12426666666715,307.25810777207863,305.40524710064597
2025-06-21,0,32,5.5,417.075,433.20365,498.8553480963097,491.50913247827043
2025-06-21,0,33,5.666666666666667,587.5961,575.2830333333336,696.7080673179071,682.806153888877
2025-06-21,0,34,5.833333333333333,735.8325,717.3624166666672,904.2567211790374,882.1524882899243
2025-06-21,0,35,6.0,890.7,859.4418,1110.5156221917441,1080.4281033902303
2025-06-21,0,36,6.166666666666667,1136.9554,1138.3141833333339,1317.922038193558,1212.9019848388102
2025-06-21,0,37,6.333333333333333,1453.4028,1417.1865666666677,1512.2738733274894,1457.5408103873838
2025-06-21,0,38,6.5,1765.9125,1696.05895,1682.0652029945563,1690.0970360331053
2025-06-21,0,39,6.666666666666667,2022.3026,1974.931333333334,1921.981351152761,1957.1513352722882
2025-06-21,0,40,6.833333333333333,2350.4923,2253.8037166666677,2186.6781154962955,2236.396518413165
2025-06-21,0,41,7.0,2699.25,2532.6761,2472.776714080368,2526.17038552858
2025-06-21,0,42,7.166666666666667,2874.6231,2766.1286666666674,2768.5395926216647,2779.2430379017064
2025-06-21,0,43,7.333333333333333,3006.0287,2999.5812333333342,3025.888636660918,3020.1672966620386
2025-06-21,0,44,7.5,3224.8875,3233.0338,3257.077537976998,3252.005466306616
2025-06-21,0,45,7.666666666666667,3537.527,3466.486366666667,3512.660460528554,3492.316305736775
2025-06-21,0,46,7.833333333333333,3785.3986,3699.9389333333343,3775.2229391995756,3735.0513241770013
2025-06-21,0,47,8.0,4003.425,3933.3915,4016.6585619488847,3970.448443215389
2025-06-21,0,48,8.166666666666666,4334.7324,4030.971983333333,4247.260577708255,4170.160299384677
2025-06-21,0,49,8.333333333333334,4441.8035,4128.552466666666,4472.600314323064,4320.3855638028
2025-06-21,0,50,8.5,4358.7,4226.13295,4693.512344732611,4468.712420756332
2025-06-21,0,51,8.666666666666666,4479.895,4323.713433333332,4912.08265365918,4616.035249588485
2025-06-21,0,52,8.833333333333334,4668.5166,4421.293916666666,5028.895891729373,4719.729080936768
2025-06-21,0,53,9.0,4746.075,4518.8744,5188.963602775197,4841.968545298441
2025-06-21,0,54,9.166666666666666,4746.9534,4889.578816666665,5490.559986158336,5261.862346245369
2025-06-21,0,55,9.333333333333334,5139.4381,5260.283233333331,5672.329416932016,5534.875202805233
2025-06-21,0,56,9.5,5794.3125,5630.98765,5732.336174542273,5753.154524634805
2025-06-21,0,57,9.666666666666666,6109.068,6001.692066666666,5924.777834897683,6030.964654720992
2025-06-21,0,58,9.833333333333334,6385.1018,6372.396483333331,6102.841432866249,6302.311702513081
2025-06-21,0,59,10.0,6643.5375,6743.1009,6245.253699203487,6557.6331215362825
2025-06-21,0,60,10.166666666666666,6589.8893,6864.0090666666665,6487.899850849494,6762.874398150945
2025-06-21,0,61,10.333333333333334,6695.6004,6984.917233333333,6655.284579983642,6895.051080628583
2025-06-21,0,62,10.5,7000.9875,7105.8254,6741.97870879855,6991.42321560908
2025-06-21,0,63,10.666666666666666,7093.8409,7226.733566666666,6890.796829741907,7115.361404356372
2025-06-21,0,64,10.833333333333334,7243.1188,7347.641733333332,6987.012531426344,7215.958512341232
2025-06-21,0,65,11.0,7400.1,7468.5499,6975.77964417749,7268.877847565174
2025-06-21,0,66,11.166666666666666,7306.5816,7584.002666666666,6926.5245573629945,7335.477796291798
2025-06-21,0,67,11.333333333333334,7782.8954,7699.455433333333,6867.808727592598,7364.263029143456
2025-06-21,0,68,11.5,8490.225,7814.9082,6799.322727618571,7388.782629857882
2025-06-21,0,69,11.666666666666666,8180.7164,7930.360966666666,6744.232808734029,7419.150926430959
2025-06-21,0,70,11.833333333333334,7677.6706,8045.8137333333325,6676.846768327303,7444.150766770912
2025-06-21,0,71,12.0,7665.1125,8161.2665,6608.288719469271,7468.638911120846
2025-06-21,0,72,12.166666666666666,8044.2631,8150.975533333333,6590.141212853883,7397.983413987609
2025-06-21,0,73,12.333333333333334,8300.9755,8140.684566666667,6720.393745942524,7454.60525341832
2025-06-21,0,74,12.5,8383.0125,8130.393599999999,6888.206187163304,7528.865475316515
2025-06-21,0,75,12.666666666666666,8605.7877,8120.102633333333,6853.364647698144,7507.9580411245615
2025-06-21,0,76,12.833333333333334,8542.7209,8109.8116666666665,6733.425436656663,7447.0881748341335
2025-06-21,0,77,13.0,8049.6,8099.5207,6720.884156491558,7436.653090608391
2025-06-21,0,78,13.166666666666666,7493.4162,7753.108766666668,6805.4134128095575,7202.060165507527
2025-06-21,0,79,13.333333333333334,7354.9231,7406.696833333336,6655.434745032904,6987.420792751543
2025-06-21,0,80,13.5,7340.8875,7060.284900000001,6334.42558098576,6684.848797587018
2025-06-21,0,81,13.666666666666666,6714.7449,6713.872966666668,6240.005924919165,6498.774211255823
2025-06-21,0,82,13.833333333333334,6127.755,6367.461033333336,6146.975905580932,6313.414084651895
2025-06-21,0,83,14.0,5956.2,6021.0491,5995.305071797655,6097.904711528971
2025-06-21,0,84,14.166666666666666,5941.7978,6055.135716666667,5966.448750916964,5994.921524342994
2025-06-21,0,85,14.333333333333334,5827.294,6089.222333333333,5859.181497602361,5940.770129297717
2025-06-21,0,86,14.5,5738.1375,6123.308950000001,5633.917152509806,5814.55170887668
2025-06-21,0,87,14.666666666666666,5964.2607,6157.395566666667,5442.063479020912,5708.738941527274
2025-06-21,0,88,14.833333333333334,5979.2451,6191.4821833333335,5325.937610568073,5649.177124645816
2025-06-21,0,89,15.0,5680.4625,6225.5688,5184.323353719379,5574.048209409358
2025-06-21,0,90,15.166666666666666,5457.1539,5777.956266666668,4920.585607196245,5181.054268824197
2025-06-21,0,91,15.333333333333334,5153.0688,5330.343733333337,4692.054491651439,4892.658082312953
2025-06-21,0,92,15.5,4811.1,4882.7312,4507.119697743723,4632.797189144321
2025-06-21,0,93,15.666666666666666,4680.9532,4435.118666666668,4185.700316056909,4283.602434705415
2025-06-21,0,94,15.833333333333334,4481.2341,3987.5061333333365,3865.188623144961,3935.0017938174237
2025-06-21,0,95,16.0,4055.4,3539.8936,3614.850217615322,3632.3319852812597
2025-06-21,0,96,16.166666666666668,3562.8565,3367.066866666665,3371.9684136963724,3372.5221933747234
2025-06-21,0,97,16.333333333333332,3361.4888,3194.240133333331,3146.930736557385,3170.6145753241644
2025-06-21,0,98,16.5,3406.575,3021.4134,2955.6632433881887,2989.096836113981
2025-06-21,0,99,16.666666666666668,3291.2298,2848.586666666665,2803.272182289556,2831.052043938196
2025-06-21,0,100,16.833333333333332,2964.175,2675.759933333331,2597.4369167021387,2640.738524555556
2025-06-21,0,101,17.0,2623.6125,2502.9332,2318.848619620946,2406.4979274064767
2025-06-21,0,102,17.166666666666668,2479.2426,2251.6603833333315,2081.3686206437956,2149.616825473109
2025-06-21,0,103,17.333333333333332,2185.8548,2000.3875666666631,1882.4962349923096,1928.0795724542731
2025-06-21,0,104,17.5,1750.4625,1749.11475,1671.1396437540277,1698.743528023029
2025-06-21,0,105,17.666666666666668,1528.3871,1497.8419333333316,1431.2666729668535,1451.5935110171774
2025-06-21,0,106,17.833333333333332,1310.4274,1246.5691166666631,1228.3003223839055,1227.4987882155656
